Sample_Index,Time_Relative_Trigger_s,Voltage_V
99,9.90000000e+01,-177.125000
100,1.00000000e+02,-176.166667
101,1.01000000e+02,-176.166667
102,1.02000000e+02,-175.166667
103,1.03000000e+02,-175.166667
104,1.04000000e+02,-174.250000
105,1.05000000e+02,-174.250000
106,1.06000000e+02,-173.041667
107,1.07000000e+02,-173.041667
108,1.08000000e+02,-171.916667
109,1.09000000e+02,-171.916667
110,1.10000000e+02,-171.000000
111,1.11000000e+02,-171.000000
112,1.12000000e+02,-169.958333
113,1.13000000e+02,-169.958333
114,1.14000000e+02,-168.875000
115,1.15000000e+02,-168.875000
116,1.16000000e+02,-167.833333
117,1.17000000e+02,-167.833333
118,1.18000000e+02,-166.791667
119,1.19000000e+02,-166.791667
120,1.20000000e+02,-165.583333
121,1.21000000e+02,-165.583333
122,1.22000000e+02,-164.500000
123,1.23000000e+02,-164.500000
124,1.24000000e+02,-163.250000
125,1.25000000e+02,-163.250000
126,1.26000000e+02,-162.166667
127,1.27000000e+02,-162.166667
128,1.28000000e+02,-161.083333
129,1.29000000e+02,-161.083333
130,1.30000000e+02,-159.708333
131,1.31000000e+02,-159.708333
132,1.32000000e+02,-158.583333
133,1.33000000e+02,-158.583333
134,1.34000000e+02,-157.125000
135,1.35000000e+02,-157.125000
136,1.36000000e+02,-156.083333
137,1.37000000e+02,-156.083333
138,1.38000000e+02,-154.708333
139,1.39000000e+02,-154.708333
140,1.40000000e+02,-153.333333
141,1.41000000e+02,-153.333333
142,1.42000000e+02,-151.958333
143,1.43000000e+02,-151.958333
144,1.44000000e+02,-150.500000
145,1.45000000e+02,-150.500000
146,1.46000000e+02,-149.041667
147,1.47000000e+02,-149.041667
148,1.48000000e+02,-147.541667
149,1.49000000e+02,-147.541667
150,1.50000000e+02,-146.166667
151,1.51000000e+02,-146.166667
152,1.52000000e+02,-144.625000
153,1.53000000e+02,-144.625000
154,1.54000000e+02,-142.958333
155,1.55000000e+02,-142.958333
156,1.56000000e+02,-141.458333
157,1.57000000e+02,-141.458333
158,1.58000000e+02,-139.833333
159,1.59000000e+02,-139.833333
160,1.60000000e+02,-138.208333
161,1.61000000e+02,-138.208333
162,1.62000000e+02,-136.750000
163,1.63000000e+02,-136.750000
164,1.64000000e+02,-134.916667
165,1.65000000e+02,-134.916667
166,1.66000000e+02,-133.333333
167,1.67000000e+02,-133.333333
168,1.68000000e+02,-131.458333
169,1.69000000e+02,-131.458333
170,1.70000000e+02,-129.791667
171,1.71000000e+02,-129.791667
172,1.72000000e+02,-127.958333
173,1.73000000e+02,-127.958333
174,1.74000000e+02,-126.291667
175,1.75000000e+02,-126.291667
176,1.76000000e+02,-124.458333
177,1.77000000e+02,-124.458333
178,1.78000000e+02,-122.791667
179,1.79000000e+02,-122.791667
180,1.80000000e+02,-120.708333
181,1.81000000e+02,-120.708333
182,1.82000000e+02,-118.875000
183,1.83000000e+02,-118.875000
184,1.84000000e+02,-117.250000
185,1.85000000e+02,-117.250000
186,1.86000000e+02,-115.250000
187,1.87000000e+02,-115.250000
188,1.88000000e+02,-113.333333
189,1.89000000e+02,-113.333333
190,1.90000000e+02,-111.750000
191,1.91000000e+02,-111.750000
192,1.92000000e+02,-109.708333
193,1.93000000e+02,-109.708333
194,1.94000000e+02,-108.125000
195,1.95000000e+02,-108.125000
196,1.96000000e+02,-106.208333
197,1.97000000e+02,-106.208333
198,1.98000000e+02,-104.291667
199,1.99000000e+02,-104.291667
200,2.00000000e+02,-102.541667
201,2.01000000e+02,-102.541667
202,2.02000000e+02,-100.666667
203,2.03000000e+02,-100.666667
204,2.04000000e+02,-98.791667
205,2.05000000e+02,-98.791667
206,2.06000000e+02,-97.166667
207,2.07000000e+02,-97.166667
208,2.08000000e+02,-95.291667
209,2.09000000e+02,-95.291667
210,2.10000000e+02,-93.291667
211,2.11000000e+02,-93.291667
212,2.12000000e+02,-91.583333
213,2.13000000e+02,-91.583333
214,2.14000000e+02,-89.791667
215,2.15000000e+02,-89.791667
216,2.16000000e+02,-87.958333
217,2.17000000e+02,-87.958333
218,2.18000000e+02,-86.125000
219,2.19000000e+02,-86.125000
220,2.20000000e+02,-84.375000
221,2.21000000e+02,-84.375000
222,2.22000000e+02,-82.708333
223,2.23000000e+02,-82.708333
224,2.24000000e+02,-80.916667
225,2.25000000e+02,-80.916667
226,2.26000000e+02,-79.125000
227,2.27000000e+02,-79.125000
228,2.28000000e+02,-77.458333
229,2.29000000e+02,-77.458333
230,2.30000000e+02,-75.666667
231,2.31000000e+02,-75.666667
232,2.32000000e+02,-73.750000
233,2.33000000e+02,-73.750000
234,2.34000000e+02,-72.125000
235,2.35000000e+02,-72.125000
236,2.36000000e+02,-70.333333
237,2.37000000e+02,-70.333333
238,2.38000000e+02,-68.541667
239,2.39000000e+02,-68.541667
240,2.40000000e+02,-66.875000
241,2.41000000e+02,-66.875000
242,2.42000000e+02,-64.958333
243,2.43000000e+02,-64.958333
244,2.44000000e+02,-63.458333
245,2.45000000e+02,-63.458333
246,2.46000000e+02,-61.500000
247,2.47000000e+02,-61.500000
248,2.48000000e+02,-59.750000
249,2.49000000e+02,-59.750000
250,2.50000000e+02,-57.958333
251,2.51000000e+02,-57.958333
252,2.52000000e+02,-56.250000
253,2.53000000e+02,-56.250000
254,2.54000000e+02,-54.583333
255,2.55000000e+02,-54.583333
256,2.56000000e+02,-52.666667
257,2.57000000e+02,-52.666667
258,2.58000000e+02,-50.750000
259,2.59000000e+02,-50.750000
260,2.60000000e+02,-49.083333
261,2.61000000e+02,-49.083333
262,2.62000000e+02,-47.166667
263,2.63000000e+02,-47.166667
264,2.64000000e+02,-45.250000
265,2.65000000e+02,-45.250000
266,2.66000000e+02,-43.416667
267,2.67000000e+02,-43.416667
268,2.68000000e+02,-41.416667
269,2.69000000e+02,-41.416667
270,2.70000000e+02,-39.541667
271,2.71000000e+02,-39.541667
272,2.72000000e+02,-37.458333
273,2.73000000e+02,-37.458333
274,2.74000000e+02,-35.500000
275,2.75000000e+02,-35.500000
276,2.76000000e+02,-33.666667
277,2.77000000e+02,-33.666667
278,2.78000000e+02,-31.750000
279,2.79000000e+02,-31.750000
280,2.80000000e+02,-29.500000
281,2.81000000e+02,-29.500000
282,2.82000000e+02,-27.625000
283,2.83000000e+02,-27.625000
284,2.84000000e+02,-25.500000
285,2.85000000e+02,-25.500000
286,2.86000000e+02,-23.458333
287,2.87000000e+02,-23.458333
288,2.88000000e+02,-21.458333
289,2.89000000e+02,-21.458333
290,2.90000000e+02,-19.375000
291,2.91000000e+02,-19.375000
292,2.92000000e+02,-17.416667
293,2.93000000e+02,-17.416667
294,2.94000000e+02,-15.041667
295,2.95000000e+02,-15.041667
296,2.96000000e+02,-13.000000
297,2.97000000e+02,-13.000000
298,2.98000000e+02,-10.916667
299,2.99000000e+02,-10.916667
300,3.00000000e+02,-8.750000
301,3.01000000e+02,-8.750000
302,3.02000000e+02,-6.750000
303,3.03000000e+02,-6.750000
304,3.04000000e+02,-4.541667
305,3.05000000e+02,-4.541667
306,3.06000000e+02,-2.333333
307,3.07000000e+02,-2.333333
308,3.08000000e+02,-0.208333
309,3.09000000e+02,-0.208333
310,3.10000000e+02,2.000000
311,3.11000000e+02,2.000000
312,3.12000000e+02,4.208333
313,3.13000000e+02,4.208333
314,3.14000000e+02,6.250000
315,3.15000000e+02,6.250000
316,3.16000000e+02,8.416667
317,3.17000000e+02,8.416667
318,3.18000000e+02,10.500000
319,3.19000000e+02,10.500000
320,3.20000000e+02,12.583333
321,3.21000000e+02,12.583333
322,3.22000000e+02,14.750000
323,3.23000000e+02,14.750000
324,3.24000000e+02,16.958333
325,3.25000000e+02,16.958333
326,3.26000000e+02,18.958333
327,3.27000000e+02,18.958333
328,3.28000000e+02,21.208333
329,3.29000000e+02,21.208333
330,3.30000000e+02,23.208333
331,3.31000000e+02,23.208333
332,3.32000000e+02,25.375000
333,3.33000000e+02,25.375000
334,3.34000000e+02,27.500000
335,3.35000000e+02,27.500000
336,3.36000000e+02,29.541667
337,3.37000000e+02,29.541667
338,3.38000000e+02,31.500000
339,3.39000000e+02,31.500000
340,3.40000000e+02,33.458333
341,3.41000000e+02,33.458333
342,3.42000000e+02,35.458333
343,3.43000000e+02,35.458333
344,3.44000000e+02,37.458333
345,3.45000000e+02,37.458333
346,3.46000000e+02,39.541667
347,3.47000000e+02,39.541667
348,3.48000000e+02,41.416667
349,3.49000000e+02,41.416667
350,3.50000000e+02,43.583333
351,3.51000000e+02,43.583333
352,3.52000000e+02,45.458333
353,3.53000000e+02,45.458333
354,3.54000000e+02,47.333333
355,3.55000000e+02,47.333333
356,3.56000000e+02,49.166667
357,3.57000000e+02,49.166667
358,3.58000000e+02,51.083333
359,3.59000000e+02,51.083333
360,3.60000000e+02,52.916667
361,3.61000000e+02,52.916667
362,3.62000000e+02,54.708333
363,3.63000000e+02,54.708333
364,3.64000000e+02,56.416667
365,3.65000000e+02,56.416667
366,3.66000000e+02,58.291667
367,3.67000000e+02,58.291667
368,3.68000000e+02,60.250000
369,3.69000000e+02,60.250000
370,3.70000000e+02,61.875000
371,3.71000000e+02,61.875000
372,3.72000000e+02,63.583333
373,3.73000000e+02,63.583333
374,3.74000000e+02,65.458333
375,3.75000000e+02,65.458333
376,3.76000000e+02,67.083333
377,3.77000000e+02,67.083333
378,3.78000000e+02,68.875000
379,3.79000000e+02,68.875000
380,3.80000000e+02,70.750000
381,3.81000000e+02,70.750000
382,3.82000000e+02,72.416667
383,3.83000000e+02,72.416667
384,3.84000000e+02,74.166667
385,3.85000000e+02,74.166667
386,3.86000000e+02,75.750000
387,3.87000000e+02,75.750000
388,3.88000000e+02,77.708333
389,3.89000000e+02,77.708333
390,3.90000000e+02,79.333333
391,3.91000000e+02,79.333333
392,3.92000000e+02,81.041667
393,3.93000000e+02,81.041667
394,3.94000000e+02,82.833333
395,3.95000000e+02,82.833333
396,3.96000000e+02,84.583333
397,3.97000000e+02,84.583333
398,3.98000000e+02,86.458333
399,3.99000000e+02,86.458333
400,4.00000000e+02,88.166667
401,4.01000000e+02,88.166667
402,4.02000000e+02,89.916667
403,4.03000000e+02,89.916667
404,4.04000000e+02,91.625000
405,4.05000000e+02,91.625000
406,4.06000000e+02,93.583333
407,4.07000000e+02,93.583333
408,4.08000000e+02,95.333333
409,4.09000000e+02,95.333333
410,4.10000000e+02,97.208333
411,4.11000000e+02,97.208333
412,4.12000000e+02,98.833333
413,4.13000000e+02,98.833333
414,4.14000000e+02,100.583333
415,4.15000000e+02,100.583333
416,4.16000000e+02,102.375000
417,4.17000000e+02,102.375000
418,4.18000000e+02,104.333333
419,4.19000000e+02,104.333333
420,4.20000000e+02,105.875000
421,4.21000000e+02,105.875000
422,4.22000000e+02,107.750000
423,4.23000000e+02,107.750000
424,4.24000000e+02,109.625000
425,4.25000000e+02,109.625000
426,4.26000000e+02,111.375000
427,4.27000000e+02,111.375000
428,4.28000000e+02,113.208333
429,4.29000000e+02,113.208333
430,4.30000000e+02,115.083333
431,4.31000000e+02,115.083333
432,4.32000000e+02,116.875000
433,4.33000000e+02,116.875000
434,4.34000000e+02,118.583333
435,4.35000000e+02,118.583333
436,4.36000000e+02,120.416667
437,4.37000000e+02,120.416667
438,4.38000000e+02,122.250000
439,4.39000000e+02,122.250000
440,4.40000000e+02,123.750000
441,4.41000000e+02,123.750000
442,4.42000000e+02,125.958333
443,4.43000000e+02,125.958333
444,4.44000000e+02,127.458333
445,4.45000000e+02,127.458333
446,4.46000000e+02,129.166667
447,4.47000000e+02,129.166667
448,4.48000000e+02,131.083333
449,4.49000000e+02,131.083333
450,4.50000000e+02,132.750000
451,4.51000000e+02,132.750000
452,4.52000000e+02,134.208333
453,4.53000000e+02,134.208333
454,4.54000000e+02,135.875000
455,4.55000000e+02,135.875000
456,4.56000000e+02,137.625000
457,4.57000000e+02,137.625000
458,4.58000000e+02,139.250000
459,4.59000000e+02,139.250000
460,4.60000000e+02,140.958333
461,4.61000000e+02,140.958333
462,4.62000000e+02,142.375000
463,4.63000000e+02,142.375000
464,4.64000000e+02,144.041667
465,4.65000000e+02,144.041667
466,4.66000000e+02,145.583333
467,4.67000000e+02,145.583333
468,4.68000000e+02,147.125000
469,4.69000000e+02,147.125000
470,4.70000000e+02,148.666667
471,4.71000000e+02,148.666667
472,4.72000000e+02,150.208333
473,4.73000000e+02,150.208333
474,4.74000000e+02,151.458333
475,4.75000000e+02,151.458333
476,4.76000000e+02,152.958333
477,4.77000000e+02,152.958333
478,4.78000000e+02,154.375000
479,4.79000000e+02,154.375000
480,4.80000000e+02,155.625000
481,4.81000000e+02,155.625000
482,4.82000000e+02,157.083333
483,4.83000000e+02,157.083333
484,4.84000000e+02,158.333333
485,4.85000000e+02,158.333333
486,4.86000000e+02,159.625000
487,4.87000000e+02,159.625000
488,4.88000000e+02,160.875000
489,4.89000000e+02,160.875000
490,4.90000000e+02,162.166667
491,4.91000000e+02,162.166667
492,4.92000000e+02,163.333333
493,4.93000000e+02,163.333333
494,4.94000000e+02,164.541667
495,4.95000000e+02,164.541667
496,4.96000000e+02,165.583333
497,4.97000000e+02,165.583333
498,4.98000000e+02,166.875000
499,4.99000000e+02,166.875000
500,5.00000000e+02,167.958333
501,5.01000000e+02,167.958333
502,5.02000000e+02,169.041667
503,5.03000000e+02,169.041667
504,5.04000000e+02,170.041667
505,5.05000000e+02,170.041667
506,5.06000000e+02,171.083333
507,5.07000000e+02,171.083333
508,5.08000000e+02,172.125000
509,5.09000000e+02,172.125000
510,5.10000000e+02,173.208333
511,5.11000000e+02,173.208333
512,5.12000000e+02,174.416667
513,5.13000000e+02,174.416667
514,5.14000000e+02,175.500000
515,5.15000000e+02,175.500000
516,5.16000000e+02,176.500000
517,5.17000000e+02,176.500000
518,5.18000000e+02,177.458333
519,5.19000000e+02,177.458333
520,5.20000000e+02,178.291667
521,5.21000000e+02,178.291667
522,5.22000000e+02,179.333333
523,5.23000000e+02,179.333333
524,5.24000000e+02,180.125000
525,5.25000000e+02,180.125000
526,5.26000000e+02,181.333333
527,5.27000000e+02,181.333333
528,5.28000000e+02,182.291667
529,5.29000000e+02,182.291667
530,5.30000000e+02,183.333333
531,5.31000000e+02,183.333333
532,5.32000000e+02,184.333333
533,5.33000000e+02,184.333333
534,5.34000000e+02,185.291667
535,5.35000000e+02,185.291667
536,5.36000000e+02,186.208333
537,5.37000000e+02,186.208333
538,5.38000000e+02,187.041667
539,5.39000000e+02,187.041667
540,5.40000000e+02,188.166667
541,5.41000000e+02,188.166667
542,5.42000000e+02,189.291667
543,5.43000000e+02,189.291667
544,5.44000000e+02,190.333333
545,5.45000000e+02,190.333333
546,5.46000000e+02,191.291667
547,5.47000000e+02,191.291667
548,5.48000000e+02,192.333333
549,5.49000000e+02,192.333333
550,5.50000000e+02,193.333333
551,5.51000000e+02,193.333333
552,5.52000000e+02,194.375000
553,5.53000000e+02,194.375000
554,5.54000000e+02,195.458333
555,5.55000000e+02,195.458333
556,5.56000000e+02,196.458333
557,5.57000000e+02,196.458333
558,5.58000000e+02,197.541667
559,5.59000000e+02,197.541667
560,5.60000000e+02,198.625000
561,5.61000000e+02,198.625000
562,5.62000000e+02,199.583333
563,5.63000000e+02,199.583333
564,5.64000000e+02,200.625000
565,5.65000000e+02,200.625000
566,5.66000000e+02,201.708333
567,5.67000000e+02,201.708333
568,5.68000000e+02,203.000000
569,5.69000000e+02,203.000000
570,5.70000000e+02,203.791667
571,5.71000000e+02,203.791667
572,5.72000000e+02,204.958333
573,5.73000000e+02,204.958333
574,5.74000000e+02,205.958333
575,5.75000000e+02,205.958333
576,5.76000000e+02,207.000000
577,5.77000000e+02,207.000000
578,5.78000000e+02,208.166667
579,5.79000000e+02,208.166667
580,5.80000000e+02,209.166667
581,5.81000000e+02,209.166667
582,5.82000000e+02,210.291667
583,5.83000000e+02,210.291667
584,5.84000000e+02,211.500000
585,5.85000000e+02,211.500000
586,5.86000000e+02,212.291667
587,5.87000000e+02,212.291667
588,5.88000000e+02,213.416667
589,5.89000000e+02,213.416667
590,5.90000000e+02,214.583333
591,5.91000000e+02,214.583333
592,5.92000000e+02,215.541667
593,5.93000000e+02,215.541667
594,5.94000000e+02,216.500000
595,5.95000000e+02,216.500000
596,5.96000000e+02,217.458333
597,5.97000000e+02,217.458333
598,5.98000000e+02,218.375000
599,5.99000000e+02,218.375000
600,6.00000000e+02,219.250000
601,6.01000000e+02,219.250000
602,6.02000000e+02,220.166667
603,6.03000000e+02,220.166667
604,6.04000000e+02,220.875000
605,6.05000000e+02,220.875000
606,6.06000000e+02,221.875000
607,6.07000000e+02,221.875000
608,6.08000000e+02,222.625000
609,6.09000000e+02,222.625000
610,6.10000000e+02,223.416667
611,6.11000000e+02,223.416667
612,6.12000000e+02,224.375000
613,6.13000000e+02,224.375000
614,6.14000000e+02,224.875000
615,6.15000000e+02,224.875000
616,6.16000000e+02,225.666667
617,6.17000000e+02,225.666667
618,6.18000000e+02,226.375000
619,6.19000000e+02,226.375000
620,6.20000000e+02,227.083333
621,6.21000000e+02,227.083333
622,6.22000000e+02,227.625000
623,6.23000000e+02,227.625000
624,6.24000000e+02,228.125000
625,6.25000000e+02,228.125000
626,6.26000000e+02,228.916667
627,6.27000000e+02,228.916667
628,6.28000000e+02,229.375000
629,6.29000000e+02,229.375000
630,6.30000000e+02,229.958333
631,6.31000000e+02,229.958333
632,6.32000000e+02,230.291667
633,6.33000000e+02,230.291667
634,6.34000000e+02,230.791667
635,6.35000000e+02,230.791667
636,6.36000000e+02,231.333333
637,6.37000000e+02,231.333333
638,6.38000000e+02,231.833333
639,6.39000000e+02,231.833333
640,6.40000000e+02,232.000000
641,6.41000000e+02,232.000000
642,6.42000000e+02,232.416667
643,6.43000000e+02,232.416667
644,6.44000000e+02,232.708333
645,6.45000000e+02,232.708333
646,6.46000000e+02,233.041667
647,6.47000000e+02,233.041667
648,6.48000000e+02,233.250000
649,6.49000000e+02,233.250000
650,6.50000000e+02,233.541667
651,6.51000000e+02,233.541667
652,6.52000000e+02,233.958333
653,6.53000000e+02,233.958333
654,6.54000000e+02,233.791667
655,6.55000000e+02,233.791667
656,6.56000000e+02,234.166667
657,6.57000000e+02,234.166667
658,6.58000000e+02,234.375000
659,6.59000000e+02,234.375000
660,6.60000000e+02,234.541667
661,6.61000000e+02,234.541667
662,6.62000000e+02,234.583333
663,6.63000000e+02,234.583333
664,6.64000000e+02,234.666667
665,6.65000000e+02,234.666667
666,6.66000000e+02,234.666667
667,6.67000000e+02,234.666667
668,6.68000000e+02,234.791667
669,6.69000000e+02,234.791667
670,6.70000000e+02,234.916667
671,6.71000000e+02,234.916667
672,6.72000000e+02,235.041667
673,6.73000000e+02,235.041667
674,6.74000000e+02,235.041667
675,6.75000000e+02,235.041667
676,6.76000000e+02,235.166667
677,6.77000000e+02,235.166667
678,6.78000000e+02,235.166667
679,6.79000000e+02,235.166667
680,6.80000000e+02,235.083333
681,6.81000000e+02,235.083333
682,6.82000000e+02,234.833333
683,6.83000000e+02,234.833333
684,6.84000000e+02,234.958333
685,6.85000000e+02,234.958333
686,6.86000000e+02,234.958333
687,6.87000000e+02,234.958333
688,6.88000000e+02,234.750000
689,6.89000000e+02,234.750000
690,6.90000000e+02,234.916667
691,6.91000000e+02,234.916667
692,6.92000000e+02,234.708333
693,6.93000000e+02,234.708333
694,6.94000000e+02,234.541667
695,6.95000000e+02,234.541667
696,6.96000000e+02,234.750000
697,6.97000000e+02,234.750000
698,6.98000000e+02,234.541667
699,6.99000000e+02,234.541667
700,7.00000000e+02,234.208333
701,7.01000000e+02,234.208333
702,7.02000000e+02,234.083333
703,7.03000000e+02,234.083333
704,7.04000000e+02,233.958333
705,7.05000000e+02,233.958333
706,7.06000000e+02,233.958333
707,7.07000000e+02,233.958333
708,7.08000000e+02,233.458333
709,7.09000000e+02,233.458333
710,7.10000000e+02,233.375000
711,7.11000000e+02,233.375000
712,7.12000000e+02,233.125000
713,7.13000000e+02,233.125000
714,7.14000000e+02,232.958333
715,7.15000000e+02,232.958333
716,7.16000000e+02,232.541667
717,7.17000000e+02,232.541667
718,7.18000000e+02,232.333333
719,7.19000000e+02,232.333333
720,7.20000000e+02,232.083333
721,7.21000000e+02,232.083333
722,7.22000000e+02,231.750000
723,7.23000000e+02,231.750000
724,7.24000000e+02,231.375000
725,7.25000000e+02,231.375000
726,7.26000000e+02,231.041667
727,7.27000000e+02,231.041667
728,7.28000000e+02,230.750000
729,7.29000000e+02,230.750000
730,7.30000000e+02,230.250000
731,7.31000000e+02,230.250000
732,7.32000000e+02,229.750000
733,7.33000000e+02,229.750000
734,7.34000000e+02,229.500000
735,7.35000000e+02,229.500000
736,7.36000000e+02,228.833333
737,7.37000000e+02,228.833333
738,7.38000000e+02,228.458333
739,7.39000000e+02,228.458333
740,7.40000000e+02,227.958333
741,7.41000000e+02,227.958333
742,7.42000000e+02,227.291667
743,7.43000000e+02,227.291667
744,7.44000000e+02,226.708333
745,7.45000000e+02,226.708333
746,7.46000000e+02,226.166667
747,7.47000000e+02,226.166667
748,7.48000000e+02,225.458333
749,7.49000000e+02,225.458333
750,7.50000000e+02,224.833333
751,7.51000000e+02,224.833333
752,7.52000000e+02,224.041667
753,7.53000000e+02,224.041667
754,7.54000000e+02,223.500000
755,7.55000000e+02,223.500000
756,7.56000000e+02,222.708333
757,7.57000000e+02,222.708333
758,7.58000000e+02,221.875000
759,7.59000000e+02,221.875000
760,7.60000000e+02,221.000000
761,7.61000000e+02,221.000000
762,7.62000000e+02,220.250000
763,7.63000000e+02,220.250000
764,7.64000000e+02,219.333333
765,7.65000000e+02,219.333333
766,7.66000000e+02,218.375000
767,7.67000000e+02,218.375000
768,7.68000000e+02,217.416667
769,7.69000000e+02,217.416667
770,7.70000000e+02,216.416667
771,7.71000000e+02,216.416667
772,7.72000000e+02,215.666667
773,7.73000000e+02,215.666667
774,7.74000000e+02,214.666667
775,7.75000000e+02,214.666667
776,7.76000000e+02,213.458333
777,7.77000000e+02,213.458333
778,7.78000000e+02,212.541667
779,7.79000000e+02,212.541667
780,7.80000000e+02,211.500000
781,7.81000000e+02,211.500000
782,7.82000000e+02,210.625000
783,7.83000000e+02,210.625000
784,7.84000000e+02,209.291667
785,7.85000000e+02,209.291667
786,7.86000000e+02,208.333333
787,7.87000000e+02,208.333333
788,7.88000000e+02,207.083333
789,7.89000000e+02,207.083333
790,7.90000000e+02,206.083333
791,7.91000000e+02,206.083333
792,7.92000000e+02,205.041667
793,7.93000000e+02,205.041667
794,7.94000000e+02,203.916667
795,7.95000000e+02,203.916667
796,7.96000000e+02,202.625000
797,7.97000000e+02,202.625000
798,7.98000000e+02,201.625000
799,7.99000000e+02,201.625000
800,8.00000000e+02,200.583333
801,8.01000000e+02,200.583333
802,8.02000000e+02,199.333333
803,8.03000000e+02,199.333333
804,8.04000000e+02,198.250000
805,8.05000000e+02,198.250000
806,8.06000000e+02,197.166667
807,8.07000000e+02,197.166667
808,8.08000000e+02,196.166667
809,8.09000000e+02,196.166667
810,8.10000000e+02,195.083333
811,8.11000000e+02,195.083333
812,8.12000000e+02,193.958333
813,8.13000000e+02,193.958333
814,8.14000000e+02,192.916667
815,8.15000000e+02,192.916667
816,8.16000000e+02,191.708333
817,8.17000000e+02,191.708333
818,8.18000000e+02,190.833333
819,8.19000000e+02,190.833333
820,8.20000000e+02,189.791667
821,8.21000000e+02,189.791667
822,8.22000000e+02,188.583333
823,8.23000000e+02,188.583333
824,8.24000000e+02,187.541667
825,8.25000000e+02,187.541667
826,8.26000000e+02,186.541667
827,8.27000000e+02,186.541667
828,8.28000000e+02,185.708333
829,8.29000000e+02,185.708333
830,8.30000000e+02,184.416667
831,8.31000000e+02,184.416667
832,8.32000000e+02,183.333333
833,8.33000000e+02,183.333333
834,8.34000000e+02,182.416667
835,8.35000000e+02,182.416667
836,8.36000000e+02,181.291667
837,8.37000000e+02,181.291667
838,8.38000000e+02,180.500000
839,8.39000000e+02,180.500000
840,8.40000000e+02,179.375000
841,8.41000000e+02,179.375000
842,8.42000000e+02,178.375000
843,8.43000000e+02,178.375000
844,8.44000000e+02,177.541667
845,8.45000000e+02,177.541667
846,8.46000000e+02,176.375000
847,8.47000000e+02,176.375000
848,8.48000000e+02,175.416667
849,8.49000000e+02,175.416667
850,8.50000000e+02,174.500000
851,8.51000000e+02,174.500000
